State,County,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percent_Smokers,Percent_Adults_with_Obesity,Food_Environment_Index,Percent_Physically_Inactive,Percent_With_Access_to_Exercise_Opportunities,Percent_Excessive_Drinking,Percent_Uninsured,Primary_Care_Physicians_Rate,Dentist_Rate,Mental_Health_Provider_Rate,Preventable_Hospitalization_Rate,Percent_Vaccinated,High_School_Graduation_Rate,Percent_Some_College,Percent_Unemployed,Percent_Single_Parent_Households,Social_Association_Rate,Violent_Crime_Rate,Polution_Average_Daily_PM2.5,Presence_of_Water_Violation,Percent_Severe_Housing_Problems,Percent_Drive_Alone_to_Work,Percent_Long_Commute,Percent_Adults_with_Diabetes,Percent_Limited_Access_to_Healthy_Foods,Median_Household_Income,Household_Income_(AIAN),Household_Income_(Asian),Household_Income_(Black),Household_Income_(Hispanic),Household_Income_(White),Population,Population_Black,Population_AIAN,Population_Asian,Population_NHPI,Population_Hispanic,Population_NHW,%_Insufficient_Sleep,Average_Traffic_Volume_per_Meter_of_Major_Roadways,%_Homeowners,%_Severe_Housing_Cost_Burden,%_Children_in_Poverty,Teen_Birth_Rate
Iowa,Iowa,12,3,3.3,15,32,8.6,20,76,21,4,68,37,68,3723,49,94,73,2.1,19,16.8,104,9.9,0,8,82,34,10,3,64188,,,,85426,59625,16141,96,42,81,6,499,15273,26,273,78,,,
Iowa,Jackson,13,3.2,3.6,15,31,8,36,75,20,5,36,51,82,5554,55,94,64,2.8,29,12.9,82,10.2,1,9,84,38,7,7,54663,,,,90238,54058,19432,120,64,72,119,313,18527,27,581,79,,,
Iowa,Jasper,13,3.1,3.5,15,36,8.4,25,78,21,4,41,46,97,3051,60,95,62,2.6,30,15.7,253,9.4,0,11,81,36,14,4,60378,,,36612,24961,57513,37147,821,139,249,22,913,34620,27,630,74,,,
Iowa,Jefferson,14,3.3,3.3,15,28,7.9,15,67,19,7,76,60,120,2798,17,92,76,2.4,36,10.9,84,9.9,0,14,71,13,8,4,46715,,,,,,18381,451,58,2199,4,577,14819,29,289,67,,,
Iowa,Johnson,14,3.2,3.4,15,26,7.9,17,93,25,6,182,227,365,3421,63,92,84,1.9,25,8.4,271,9.3,1,19,70,19,6,3,64387,,45327,32254,46285,67797,151260,10629,562,10340,77,8771,117932,27,1572,60,,,
Iowa,Jones,13,3.1,3.5,15,38,8.2,29,74,22,5,44,43,48,3297,34,96,64,3,20,11.2,0,10,0,9,78,41,8,5,55405,,,,36535,57024,20744,561,82,190,8,439,19348,26,345,76,,,
Iowa,Keokuk,12,3.1,3.5,15,37,7.9,27,55,21,7,10,29,0,2706,40,96,70,2.9,21,13.8,136,9.8,0,11,80,36,7,8,52122,,110781,,55795,51543,10225,63,22,33,0,192,9828,28,279,77,,,
Iowa,Kossuth,14,3.2,3.5,15,36,7.6,27,64,20,5,53,60,34,3705,31,94,70,2,29,24,158,8.3,0,8,80,15,9,15,55486,,,22083,35625,55123,14908,154,59,91,12,426,14064,27,289,76,,,
Iowa,Lee,16,3.4,3.8,18,40,7.6,30,75,21,5,58,47,85,4755,49,90,60,4,33,16.9,480,10.7,0,11,84,21,13,7,48241,,53750,13622,69931,48817,34055,1038,109,225,9,1231,30877,30,379,74,,,
Iowa,Linn,12,2.8,3.5,16,34,8.3,23,92,21,4,60,72,202,4201,60,89,75,2.8,31,10.8,226,9.7,1,10,85,15,9,5,64878,60804,79527,30357,51896,66958,225909,12922,611,5857,277,7572,193233,27,2692,74,,,
Iowa,Louisa,15,3.2,3.5,16,37,9.1,31,67,20,9,9,36,36,3951,50,88,51,2.6,23,14.3,156,10.5,0,10,81,38,9,0,49585,,40043,32750,43711,57071,11169,100,52,449,11,1806,8690,28,220,77,,,
Iowa,Lucas,13,3,3.4,15,32,8,30,73,20,6,70,46,116,3881,39,100,65,2,27,14.1,184,9,0,12,84,25,18,8,49956,,,,,,8645,30,26,30,6,191,8307,26,263,77,,,
Iowa,Lyon,12,2.9,3.3,14,39,9.1,27,68,21,6,34,42,8,4206,37,94,72,1.5,12,28.8,134,8.3,0,7,79,23,16,3,69048,153194,,,46029,64568,11811,38,38,42,18,310,11266,25,243,83,,,
Iowa,Madison,11,2.9,3.3,15,37,8.6,26,67,22,5,56,31,62,3496,37,99,75,3.2,20,11.9,112,8.8,1,9,79,49,12,3,74794,,46321,,,65215,16249,86,64,126,1,380,15420,28,35,79,,,
Iowa,Mahaska,14,3.3,3.7,17,33,7.7,27,79,20,5,58,45,127,3740,57,91,64,2.5,29,18.4,268,9.6,0,13,79,21,12,8,56492,50515,67632,16063,,53526,22000,367,97,356,11,529,20413,28,918,71,,,
Iowa,Marion,13,3,3.3,15,34,8.5,26,86,21,4,97,60,102,3318,58,96,74,2,22,19.6,274,9.4,1,11,77,26,11,3,63491,,,,16124,59415,33407,280,79,467,14,667,31532,27,100,71,,,
Iowa,Marshall,16,3.3,3.5,15,35,8.5,27,81,20,8,52,55,180,2244,53,90,52,4.4,29,13.4,452,9.3,0,10,77,15,12,5,59552,,55403,,53611,54671,39981,798,353,1530,70,8975,27972,26,708,71,,,
Iowa,Mills,11,2.8,3.4,14,33,8.7,30,60,21,4,60,40,46,4519,58,95,64,2.1,23,9.3,287,9.1,0,9,85,38,7,3,64271,,,,,,15063,98,102,61,14,499,14148,26,126,78,,,
Iowa,Mitchell,13,3.2,3.5,15,32,8.4,20,70,21,7,28,47,0,2097,28,100,62,1.9,19,18.8,74,8.2,0,7,78,24,8,8,59558,,,,200915,55426,10569,64,21,47,5,149,10218,26,293,83,,,
Iowa,Monona,15,3.4,3.7,17,38,7.9,31,69,18,6,80,35,69,5289,16,91,63,2.8,32,10.3,143,8.8,0,10,81,27,15,4,50530,,,,45833,46350,8679,50,119,26,4,193,8189,26,275,71,,,
Iowa,Monroe,14,3.3,3.6,18,34,7.9,26,72,20,6,51,39,26,3190,42,99,59,2.9,23,10.2,81,9.3,0,12,79,29,13,8,56541,,,,,,7790,52,19,33,1,218,7392,28,590,78,,,
Iowa,Montgomery,16,3.4,3.8,17,26,7.6,24,82,19,7,59,50,60,4565,59,91,58,2.4,40,18.7,424,8.5,0,11,81,21,14,8,49966,,,,36759,49255,10003,53,54,39,5,417,9335,28,276,69,,,
Iowa,Muscatine,15,3.2,3.4,15,37,8.5,26,81,22,5,47,49,63,3245,60,88,59,2.6,35,10,429,11.2,1,12,86,16,8,6,58465,,90114,,44174,58803,42929,1082,311,492,70,7864,32813,29,578,73,,,
Iowa,O'Brien,13,3.1,3.4,15,29,8.1,27,81,21,6,65,65,36,2765,33,87,62,2,21,27.5,219,8.5,0,9,75,21,9,9,53147,,96397,22059,37122,53672,13840,131,51,118,3,707,12744,27,391,72,,,
Iowa,Osceola,14,3.2,3.5,16,32,8.6,22,62,19,8,33,17,0,2784,51,94,55,1.9,23,24.8,90,8.1,0,10,80,17,7,4,60627,,,,50893,58136,6040,30,34,60,8,515,5333,27,16,76,,,
Iowa,Page,15,3.2,3.6,17,44,7.3,27,81,19,6,59,105,138,4462,48,97,60,2.5,27,24.3,266,9,0,13,81,15,16,13,54313,,32222,,,51100,15249,406,119,143,9,546,13840,28,91,72,,,
Iowa,Palo Alto,13,3.1,3.5,14,32,8.2,27,82,20,5,33,22,78,2918,31,92,74,2.2,18,17.6,291,8.1,0,10,78,19,13,8,55322,,65804,49444,46813,54028,8929,154,44,80,6,280,8291,27,502,74,,,
Iowa,Plymouth,13,3,3.4,15,32,9,29,76,21,5,44,48,128,3816,54,97,70,1.9,27,16.7,103,8.9,0,7,82,23,10,1,66360,,,35905,32311,66557,25095,217,266,175,40,1419,22884,26,341,79,,,
Iowa,Pocahontas,14,3.3,3.7,16,38,8,29,71,19,6,29,74,0,3593,37,90,70,1.8,20,29.2,114,8.5,1,7,75,26,10,7,55865,,,,41250,50839,6740,61,36,33,22,262,6256,28,271,77,,,
Iowa,Polk,13,3.1,3.5,15,32,8.3,20,93,21,6,99,71,256,3385,60,89,73,2.5,33,12.6,392,8.6,0,14,83,17,8,4,68479,30560,63920,36254,48246,70395,487204,33493,1882,24738,366,41543,376052,30,4150,67,,,
Iowa,Pottawattamie,15,3.5,3.6,17,41,7.7,26,86,22,6,46,58,186,4649,59,90,66,2.3,34,11.4,373,9.5,0,13,85,26,12,11,56337,,71176,32039,44875,59340,93533,1523,709,875,96,7339,81796,30,2251,68,,,
Iowa,Poweshiek,13,3.2,3.6,15,31,8.1,24,74,21,6,93,59,107,2598,64,93,69,2.3,24,14.7,199,9.6,0,9,72,24,9,5,56170,,,,47143,54007,18699,289,85,384,27,641,17036,25,544,69,,,
Iowa,Ringgold,13,3.2,3.6,15,33,8.4,26,62,19,8,119,20,0,2369,36,98,67,2.8,23,13.9,59,8.9,0,10,82,31,9,3,48754,,,,,,4968,39,14,26,3,138,4712,27,175,77,,,
Iowa,Sac,12,3,3.4,15,31,7.8,26,79,21,6,61,31,72,2304,38,98,73,2.4,30,22.4,50,8.8,0,8,84,19,9,12,56698,,,,33906,55870,9719,29,17,46,12,319,9201,28,122,79,,,
Iowa,Scott,15,3.4,3.5,17,33,8.2,25,93,21,5,88,76,136,5229,56,88,68,3,34,10.8,494,10.3,0,13,86,15,11,3,59865,35902,65625,31997,49205,62255,173283,12973,675,5270,123,11879,138021,28,1582,69,,,
Iowa,Shelby,13,3.1,3.4,15,35,8.2,25,62,19,5,52,69,95,3504,54,99,75,2,21,14.6,0,8.6,0,9,78,22,13,9,58862,46563,,,41304,56984,11578,93,55,62,9,349,10916,26,229,78,,,
Iowa,Sioux,13,3.1,3.2,14,29,9.2,19,83,23,7,80,52,120,2241,54,89,69,1.8,14,27.5,43,8.8,0,9,77,11,7,1,70162,,,,41576,69526,34909,213,180,345,23,3877,30171,25,346,80,,,
Iowa,Story,13,3.3,3.5,15,26,7,17,93,23,5,68,48,203,3329,66,98,87,1.6,23,12.7,142,9.3,0,20,72,19,6,10,57464,78309,27750,39107,50938,58748,98105,2690,263,8412,26,3486,81762,26,1876,53,,,
Iowa,Tama,15,3.2,3.5,17,35,8.3,27,77,20,8,23,30,35,3975,48,97,61,3,30,14.7,322,9.5,0,10,80,32,9,6,56954,44167,,55357,51250,57672,16904,137,1422,88,22,1740,13550,27,349,76,,,
Iowa,Taylor,15,3.4,3.7,16,32,8.8,26,64,19,7,16,48,16,2319,44,97,55,2,27,16.2,41,9,0,10,79,28,12,1,47781,,,,35278,51220,6191,22,19,29,9,506,5565,26,139,77,,,
Iowa,Union,14,3.4,3.7,16,41,7.9,25,87,20,6,80,40,178,2996,56,93,61,3.5,28,11.2,219,8.9,0,10,81,19,18,6,49887,,,,51722,46800,12359,142,55,97,2,390,11588,28,565,71,,,
Iowa,Van Buren,13,3.1,3.5,16,33,6.7,23,59,20,8,98,14,28,4260,27,96,57,2.7,18,7,116,9.3,0,8,72,26,3,22,47905,,,,,,7020,21,17,39,1,119,6733,27,176,82,,,
Iowa,Wapello,17,3.7,3.8,20,32,6.4,27,75,19,7,57,62,162,3711,47,92,61,3.4,36,14.3,315,9.7,0,16,83,17,16,22,48226,,64125,27366,42444,46181,35205,1309,292,509,326,3848,28675,31,154,72,,,
Iowa,Warren,11,2.8,3.2,14,34,8.8,18,73,22,4,58,35,20,3454,60,96,77,2.3,22,10.8,337,9.2,0,9,85,39,10,3,78192,,104808,,48036,75088,51056,438,167,349,77,1507,47969,27,770,78,,,
Iowa,Washington,13,3.1,3.5,15,34,8.8,21,78,20,6,67,36,63,3325,44,91,60,2.3,25,20.2,322,10.3,0,8,78,34,12,2,65849,36520,49940,,39241,63545,22141,231,75,133,23,1432,20047,28,539,71,,,
Iowa,Wayne,15,3.4,3.8,17,39,7,31,55,18,7,62,31,0,5064,32,97,54,2.7,28,13.9,117,9,0,12,77,29,21,17,46725,,,,,,6401,29,15,35,1,105,6144,27,213,82,,,
Iowa,Webster,15,3.2,3.6,17,38,7.5,25,75,20,6,52,72,254,3464,41,88,64,3.3,39,14.2,469,8.9,0,11,82,14,11,8,52093,,62945,23088,48839,44806,36277,1615,186,451,20,1865,31526,29,450,67,,,
Iowa,Winnebago,13,3.1,3.4,15,40,8.3,28,87,21,5,47,67,10,3032,58,94,65,2.6,27,13.2,114,8.1,0,8,79,23,7,5,54433,,61595,26979,45469,51389,10518,155,40,112,2,482,9605,27,177,74,,,
Iowa,Winneshiek,12,2.9,3.3,14,33,8.6,27,78,24,5,109,65,250,2375,62,97,80,2.7,17,18.3,43,8.7,0,8,68,16,6,3,61807,,,16250,124236,62396,20029,159,26,236,4,448,19029,26,207,79,,,
Iowa,Woodbury,19,3.6,3.7,19,35,7.9,26,94,19,8,66,70,223,4317,49,88,61,2.5,40,13.8,355,9,1,12,84,14,9,10,60059,31652,54792,30716,44626,58367,102539,3806,2915,3061,283,17407,74163,28,907,66,,,
Iowa,Worth,13,3,3.4,15,33,8.6,27,68,21,6,27,27,0,3921,55,99,63,2.7,39,16.1,93,8.1,0,7,87,28,17,3,58587,,,,,,7453,61,26,47,2,229,7023,26,273,77,,,
Iowa,Wright,16,3.3,3.6,16,37,8.6,28,75,18,7,39,32,55,2834,27,92,63,2.6,35,28.9,74,8.8,0,10,82,16,7,2,54802,,77500,,42326,51271,12690,88,63,64,29,1614,10773,27,287,72,,,
Kansas,Allen,18,3.7,3.9,19,38,6.3,31,78,16,9,64,56,121,5582,38,85,61,4,26,12,319,9.5,0,9,84,14,17,20,44423,,6250,40855,21833,44028,12444,246,122,95,4,467,11198,29,48,71,,,
Kansas,Anderson,17,3.7,3.8,17,35,7.4,27,55,16,10,38,25,38,3071,27,93,61,3.5,17,11.5,237,9.2,0,12,73,35,12,8,50646,83000,,,,46495,7878,49,54,54,1,153,7447,29,41,74,,,
Kansas,Atchison,17,4,3.9,17,43,7.2,33,74,18,7,55,62,142,5497,27,85,69,4.6,20,14.7,288,9.7,0,12,75,22,11,6,49332,,,39737,26357,50158,16193,785,113,104,8,502,14300,35,18,68,,,
Kansas,Barber,16,3.7,3.8,17,28,7.9,27,55,16,14,44,0,22,4831,24,82,57,2.6,28,28.3,297,7.8,0,10,81,23,11,3,47634,,13875,,76000,50319,4472,36,61,23,1,190,4097,29,27,71,,,
Kansas,Barton,17,3.7,3.8,17,39,7.5,28,75,17,13,53,50,226,4460,31,84,58,3.3,40,20.4,364,7.9,0,12,84,11,13,9,49991,43056,,40000,33072,52658,26111,351,237,68,17,3978,21194,27,83,70,,,
Kansas,Bourbon,19,4,4.1,19,35,7.1,32,43,15,10,54,27,55,4004,47,87,62,4.2,27,14.2,522,9.5,0,13,76,21,12,8,41807,,,15972,30917,41792,14653,435,133,176,6,418,13152,30,52,70,,,
Kansas,Brown,17,3.5,3.9,17,37,7.9,33,56,17,11,104,42,344,2321,26,85,62,3,38,23.9,213,9.4,1,9,81,20,14,4,47529,26979,76250,34485,32941,50993,9598,114,916,43,6,455,7952,29,26,73,,,
Kansas,Butler,14,3.5,4,16,35,7.9,27,68,19,8,63,27,118,3928,49,88,72,3.5,21,12.3,182,9.6,0,12,84,33,10,7,65953,81250,87125,,43571,63587,66765,1337,737,892,67,3353,59087,32,72,74,,,
Kansas,Chase,16,3.5,3.6,15,35,5.4,25,68,16,10,0,0,0,2063,37,85,64,2.6,30,0,150,8.6,1,10,72,29,10,35,50981,,,,19167,47067,2629,33,18,8,0,133,2393,30,18,79,,,
Kansas,Chautauqua,17,3.7,3.8,17,32,6.7,31,17,15,16,30,30,0,4310,30,95,56,4,37,17.8,0,9.1,1,12,76,30,13,16,41129,26875,,,,39706,3309,29,194,3,2,131,2835,29,23,79,,,
Kansas,Cherokee,18,3.9,4,19,42,7.7,32,41,16,11,25,25,145,5063,40,92,65,3.8,30,11.9,318,9.9,0,10,84,22,16,5,44475,39135,,,49500,41210,20015,159,849,98,52,555,17547,33,82,74,,,
Kansas,Cheyenne,16,3.6,3.6,16,32,8.4,28,72,15,14,37,75,38,5549,36,97,62,2.4,20,22.4,151,6.2,0,6,76,12,9,3,43274,,,,31875,47167,2660,9,9,55,0,167,2399,28,14,79,,,
Kansas,Clark,16,3.6,3.8,16,32,5.7,30,42,16,12,200,0,0,2854,29,92,68,2.4,42,34.9,188,7.1,1,15,78,25,12,33,51235,,,,72361,49276,2005,7,26,26,2,217,1685,29,80,71,,,
Kansas,Clay,15,3.4,3.6,14,29,7.9,29,73,16,8,126,50,88,5142,38,89,73,3.2,24,26.4,168,8.3,0,9,82,26,10,8,52681,66477,,,,55801,7997,64,51,42,7,201,7511,28,47,77,,,
Kansas,Cloud,16,3.6,3.9,18,40,7.2,29,66,17,9,44,34,183,5937,32,89,65,3.5,35,31.1,403,8.1,0,11,82,17,10,12,44467,,,,,,8729,70,59,121,4,280,8089,30,27,71,,,
Kansas,Coffey,15,3.3,3.6,15,38,7.3,27,56,17,8,85,49,146,4901,40,93,72,4.8,31,9.7,96,9.2,0,10,84,26,11,11,58371,75938,,,75250,57172,8233,69,83,78,1,231,7657,30,41,77,,,
Kansas,Comanche,14,3.2,3.4,14,27,8.6,31,56,16,15,112,0,0,6156,47,87,63,2.5,30,44.7,0,7.2,1,5,84,10,8,3,46818,,,,56518,57063,1748,6,21,9,3,143,1553,27,12,81,,,
Kansas,Cowley,19,4,3.8,16,39,6.9,28,70,16,10,51,40,133,3662,41,87,60,3.4,36,16.7,335,9.3,0,12,81,22,13,14,47864,61618,88446,63333,42212,48644,35218,935,806,691,185,3887,27890,32,59,67,,,
Kansas,Crawford,19,4.1,4.2,19,34,6.3,28,77,19,12,82,54,215,4253,45,91,71,4,31,11.8,313,9.7,1,16,85,19,11,14,43852,31090,,17969,35297,42034,39019,852,457,737,121,2258,33717,31,32,58,,,
Kansas,Decatur,17,3.8,4,16,32,7.1,34,47,15,13,35,35,35,3657,41,86,66,3,24,24.3,171,6.6,0,10,75,21,12,11,44774,,,,,,2871,24,14,8,0,90,2693,28,38,72,,,
Kansas,Dickinson,16,3.9,3.9,18,36,8.1,32,70,17,10,37,32,32,4622,28,90,64,3.5,23,21.7,153,8.8,1,11,79,31,11,3,50605,25691,,15786,34659,50156,18717,192,177,121,18,909,16942,31,15,70,,,
Kansas,Doniphan,14,3.4,3.5,16,38,6.4,31,28,17,10,39,0,13,4396,39,84,66,3.5,22,14.2,109,9.9,0,9,83,28,11,20,50949,,,18981,35083,51201,7682,247,104,37,0,215,6931,29,40,73,,,
Kansas,Douglas,15,3.4,3.9,17,28,7.3,17,91,24,9,87,58,299,3077,57,84,84,3.1,25,9.3,225,9.8,0,20,77,29,7,4,57120,50625,31516,40167,41440,59755,121436,5323,3235,6061,113,7740,95116,28,215,52,,,
Kansas,Edwards,18,3.6,3.6,15,38,8.5,28,71,16,17,35,35,0,4429,15,81,67,2.4,20,10.4,129,7.5,0,6,80,29,15,5,46962,,,,46607,49647,2849,18,68,7,0,580,2165,30,65,79,,,
Kansas,Elk,17,3.8,4,16,33,4.6,33,29,14,14,40,0,0,3332,38,94,54,3.3,19,12,0,8.9,1,9,77,36,23,42,37360,70833,,,,37432,2508,3,50,13,2,115,2251,28,9,80,,,
Kansas,Ellis,15,3.4,3.4,16,30,7.5,27,90,20,9,66,101,279,3913,45,91,80,2.4,33,11.5,294,7.5,1,14,85,7,7,6,53840,,,,29175,54626,28710,324,128,533,17,1693,25649,29,64,61,,,
Kansas,Ellsworth,16,3.4,3.7,15,37,7.6,29,64,19,9,63,32,32,7493,28,82,57,2.8,30,19,98,7.8,0,10,80,23,11,10,50261,,,,54545,48398,6196,325,50,38,0,374,5317,30,20,75,,,
Kansas,Finney,20,3.7,3.5,17,36,8.4,28,75,16,15,62,63,120,5128,46,82,53,2.5,36,10.2,495,7.6,1,16,80,8,9,9,56206,46281,68917,80662,48604,63776,36611,1236,479,1642,50,18500,14786,31,23,63,,,
Kansas,Ford,20,3.6,3.5,17,31,8.7,27,78,16,18,41,53,97,3704,38,91,46,2.6,33,7,367,7.6,1,16,78,9,9,8,56052,53424,58359,,49572,60740,33888,741,548,526,83,18837,13325,31,26,62,,,
Kansas,Franklin,15,3.3,3.6,18,33,6.7,26,62,18,8,43,27,191,4888,35,86,61,3.6,27,12.4,311,9.4,0,13,85,38,10,18,58033,,,38835,24013,56224,25631,322,239,134,2,1106,23331,31,27,71,,,
Kansas,Geary,20,4.1,3.8,22,39,6.3,23,80,19,8,35,141,313,2710,31,87,74,4.8,26,7.7,484,8.8,1,18,87,11,10,13,50856,52813,51029,40963,49198,51604,32594,5606,435,1130,377,5395,18272,33,68,37,,,
Kansas,Gove,14,3.3,3.4,14,29,7.4,30,59,16,16,152,38,77,7158,40,90,64,2.2,16,34.2,0,6.9,0,10,68,15,14,14,49626,,,,,,2612,11,3,23,1,70,2470,28,13,77,,,
Kansas,Graham,14,3.4,3.6,15,30,7.7,34,70,15,12,40,0,0,5468,36,96,66,3.2,15,24,116,6.8,0,10,74,13,15,7,41906,,,48250,,39592,2492,86,20,53,0,88,2189,29,59,79,,,
Kansas,Grant,18,3.3,3.2,15,32,9.5,29,81,17,17,53,41,55,7021,35,84,43,2.8,15,18.6,192,7.2,0,14,82,14,9,3,61614,,,,48294,68000,7336,31,214,39,0,3512,3643,30,4,78,,,
Kansas,Gray,15,3.2,3.3,15,31,7.9,30,46,19,18,17,0,17,2667,29,97,59,2,19,21.8,157,7.4,0,9,81,20,9,14,65771,,,,58162,65882,6033,40,37,27,2,989,4897,28,49,76,,,
Kansas,Greeley,18,3.6,3.7,16,28,5.8,34,0,16,14,80,0,0,6956,5,94,75,2,20,32,152,6.6,0,13,72,8,9,35,51606,,,,45469,54063,1227,3,10,4,0,244,963,28,42,62,,,
Kansas,Greenwood,16,3.7,3.9,17,36,6.6,32,60,16,11,49,33,17,2684,37,97,70,3.6,33,16.3,224,8.9,1,10,82,37,13,18,43083,,,,30833,43813,6055,38,102,23,0,245,5535,29,18,74,,,
Kansas,Hamilton,19,3.5,3.6,17,39,5.6,27,80,17,23,0,38,0,2699,30,100,37,2,19,22.7,124,6.8,0,10,67,24,18,41,51559,,,,34732,52284,2607,14,53,5,6,939,1583,30,79,69,,,
Kansas,Harper,16,3.6,3.8,17,36,7.4,35,70,16,14,54,73,18,5034,28,82,54,2.9,28,25,387,8.5,0,11,81,20,13,9,45570,67708,,,38088,50656,5506,26,78,27,14,351,4935,28,25,72,,,
Kansas,Harvey,13,3.4,3.7,15,31,8.1,26,85,16,10,84,58,380,2680,50,89,70,3.2,21,17.9,384,9.2,0,11,80,30,10,5,57934,,69701,66118,38729,58653,34210,584,325,341,19,4134,28222,29,39,72,,,
Kansas,Haskell,18,3.5,3.5,16,34,5.9,29,45,16,22,25,0,25,4175,53,93,46,2.2,17,19.7,160,7.4,0,12,79,18,5,38,60808,,,,43125,58534,3997,14,55,35,6,1257,2632,30,32,76,,,
Kansas,Hodgeman,14,3.1,3.3,14,35,8,24,53,17,14,163,0,0,6783,36,93,72,2.5,18,16.3,78,7.2,0,5,83,24,14,9,54058,,,,49167,54375,1818,23,11,47,0,127,1585,27,37,77,,,
Kansas,Jackson,14,3.5,3.7,16,38,8.1,28,49,19,10,68,45,53,5003,29,88,68,3,30,8.3,176,9.3,1,10,82,40,11,5,56330,35500,97917,,31719,57736,13280,101,1123,77,5,614,11132,31,33,76,,,
Kansas,Jefferson,12,3.1,3.3,16,35,8.7,25,53,18,9,47,16,32,3270,53,96,65,3.3,20,11.6,199,9.7,1,10,85,49,12,0,69246,54524,,31296,49219,62409,18975,133,190,48,20,547,17723,27,28,82,,,
Kansas,Jewell,17,3.7,3.9,17,29,7.5,25,44,14,12,0,35,0,4192,33,91,63,2.8,13,21.1,0,7.6,1,8,79,17,14,10,44271,,,,46250,42995,2841,10,19,14,0,72,2699,28,18,82,,,
Kansas,Johnson,9,2.5,2.9,11,27,8.6,18,95,21,7,123,83,230,3919,58,92,84,2.9,21,8.6,157,9.8,0,11,85,23,8,2,87087,71181,94858,54634,54890,88963,597555,28346,2361,30989,262,46432,476419,25,248,69,,,
Kansas,Kearny,18,3.5,3.6,16,35,6.4,24,64,17,17,76,25,51,6494,20,93,41,2.4,27,12.6,242,7.2,0,9,77,20,10,32,63248,,,,41324,54279,3943,30,70,26,4,1275,2488,30,76,76,,,
Kansas,Kingman,13,3.1,3.3,14,32,7.8,33,53,17,9,14,27,82,4737,40,88,73,3.2,21,19,179,8.4,1,9,82,38,13,10,56005,,,,46150,59133,7310,31,68,45,2,283,6780,30,80,79,,,
Kansas,Kiowa,15,3.5,3.6,15,30,5.3,30,19,17,13,40,0,477,3293,30,51,66,2.4,14,52.3,39,7.3,0,13,81,13,11,37,64399,25625,,,46750,52065,2516,25,19,37,2,162,2229,28,53,71,,,
Kansas,Labette,20,3.9,4.1,19,37,7.3,33,64,15,10,69,40,75,3663,36,95,59,4,35,14.4,426,9.9,1,14,85,16,14,7,44571,46875,,24340,59946,49223,19964,794,471,96,11,930,17048,31,46,70,,,
Kansas,Lane,16,3.5,3.7,15,31,8.2,32,2,16,14,64,0,0,2948,28,96,67,2.8,13,38.5,208,7,0,10,83,15,16,4,59240,,,,35417,54250,1560,19,20,5,1,122,1367,28,33,77,,,
Kansas,Leavenworth,16,3.3,3.6,18,37,7.5,25,82,18,7,44,44,199,4570,46,91,68,3.6,26,7.5,417,10.1,1,12,83,35,11,10,70807,49635,114444,49914,57507,74833,81352,7162,720,1248,171,5654,64236,35,78,67,,,
Kansas,Lincoln,15,3.4,3.7,15,33,7.6,23,20,15,11,33,0,33,6174,40,90,75,2.5,30,16.4,32,7.7,0,8,75,27,5,12,44439,,,,,,3023,16,24,14,0,111,2825,30,18,80,,,
Kansas,Linn,16,3.7,4,18,40,7.5,34,64,16,11,21,41,92,4863,25,88,59,5.9,30,7.2,120,9.3,1,20,82,50,12,4,47153,,68846,23011,26667,47595,9750,82,74,34,7,278,9096,31,10,78,,,
Kansas,Logan,13,3.2,3.4,14,32,8,27,76,17,10,71,70,0,8354,39,86,69,2.2,23,17.7,142,6.7,0,15,72,17,12,8,50267,,,,,,2844,19,16,24,0,175,2571,28,17,71,,,
Kansas,Lyon,17,3.6,3.7,18,39,7.5,23,71,17,12,63,60,326,3775,51,92,63,3.5,38,10.8,175,9.1,1,14,79,14,10,7,47982,,,,55215,45949,33406,709,467,919,40,7178,23616,29,114,59,,,
Kansas,McPherson,13,3.1,3.3,14,31,8,22,77,18,9,73,49,88,2827,53,92,72,2.6,25,24,146,8.8,1,8,82,14,11,7,58017,,51250,31121,44194,58978,28537,333,176,251,22,1214,26144,28,25,70,,,
Kansas,Marion,15,3.4,3.6,15,40,7.7,29,52,14,11,33,33,50,2983,37,86,66,3.1,17,27.5,100,8.9,1,10,77,29,7,9,51712,,,,68750,51483,11950,120,98,50,9,470,11037,28,8,80,,,
Kansas,Marshall,14,3.3,3.7,15,35,8.2,29,50,18,8,51,62,62,6306,33,96,61,2.6,21,22.6,146,8.8,0,10,79,14,12,5,51066,,,,43750,50350,9722,46,65,43,5,255,9186,28,65,77,,,
Kansas,Meade,16,3.5,3.6,16,35,7.2,31,68,17,15,23,24,0,4455,40,92,51,2.1,32,32.5,0,7.1,0,10,72,18,15,18,67220,,,,50655,56250,4146,39,51,39,0,740,3241,29,80,69,,,
Kansas,Miami,14,3,3.3,15,35,8.5,30,62,18,7,48,24,160,4909,40,93,70,3.6,20,13.4,204,9.7,1,13,83,50,12,2,71770,,,35227,58914,71747,33680,419,269,187,15,1113,31147,31,20,79,,,
Kansas,Mitchell,15,3.5,3.7,16,30,7.8,26,79,18,10,98,49,98,5490,54,97,75,2.3,19,21.2,188,7.8,1,11,87,8,8,5,51514,,,,16250,46526,6150,16,32,58,11,162,5805,28,36,74,,,
